time,user,place,text
Sat Jan 01 18:29:56 +0000 2022,angelangst,"Denver, CO",@theheauxyouknow Love y\xe2\x80\x99all. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f you\xe2\x80\x99re so fine it\xe2\x80\x99s unreal
Sat Jan 01 18:29:56 +0000 2022,mikey_____v,"Manhattan, NY",@splityolk Omg do you thinkies
Sat Jan 01 18:29:56 +0000 2022,DavidNe14460831,"Texas, USA",@DAYTONA is my special Valentine this year.\xf0\x9f\x98\x89
Sat Jan 01 18:29:56 +0000 2022,Ghana_foc,"Accra, Ghana",Shatta wale no bibiaaa y3 okay de3 ?
Sat Jan 01 18:29:56 +0000 2022,dkaz,"Bolingbrook, IL",@jodyjeffrey @HitchMagee @RexChapman Eddie Vedder lol.
Sat Jan 01 18:29:56 +0000 2022,AcademicEliteFB,"North Kingstown, RI","Dreams Do Come True with Hard Work. New England Got Football Talent. Thx Emily. Well written, great article of inspiration. #collegescholarship"
Sat Jan 01 18:29:56 +0000 2022,G_a_z_Official,Italy,"QUIZ TIME | DECEMBER | 17\xc2\xb0\n\nDid VALORANT Esports get less value ? \n\nFirst to guess, Free Promotion\xf0\x9f\x94\xa5\n\n\xe2\x80\xa2To Get reward:\n1.Follow @G_a_z_Official\n2. DM with your answer\n\n#gaz #gazoren #playevw #VIP #evw #Esports #QuizTime #RedBull #VALORANT #values\n.@ESL .@EsportsTweeter .@redbull"
Sat Jan 01 18:29:56 +0000 2022,C2thaL2thaIGG,"Itri, Lazio",I know niggas from Cleveland tuck they pants inside their socks
Sat Jan 01 18:29:56 +0000 2022,PapiPalmtree,"Manhattan, NY",Laughing and joking but ain\xe2\x80\x99t shit funny
Sat Jan 01 18:29:56 +0000 2022,TopDaady,"San Pedro Mixtepec-Distrito 22, Oaxaca",@anavgathlete @sexysexton1 @InspiredByMamba @HustlinShowroom Love this idea @nbatopshot
Sat Jan 01 18:29:56 +0000 2022,WesAdventureZ,"California, USA",Baa! I got a bar of gold on the first day of 2022! Cheers to @elliscasinolv for my 1st beer of the year! \xf0\x9f\x90\x91 \xe2\x9d\xa4\xef\xb8\x8f \xf0\x9f\x8d\xba @ Verdugo Woodlands https://t.co/i3yrAqq5Tu
Sat Jan 01 18:29:56 +0000 2022,Gakumo_Migwi,"Central, Kenya",What's the meaning ya hii emoji \xf0\x9f\xa4\x8c\xf0\x9f\xa4\x8c\xf0\x9f\xa4\x8c?
Sat Jan 01 18:29:56 +0000 2022,SHOEATCS,"Colorado, USA",@united keeping me on my toes\xe2\x80\xa6
Sat Jan 01 18:29:57 +0000 2022,Pmang_,"Georgia, USA","People come, people go, some grow young and some grow cold."
Sat Jan 01 18:29:57 +0000 2022,CamaroSSSUPER,"Amarillo, TX","@colehauser @Yellowstone Loved it Cole.  Have also always loved Dazed and Confused, one of the best films of all time"
Sat Jan 01 18:29:56 +0000 2022,RichHomieCorn,"Lely Resort, FL",worst news of 2021\xe2\x80\xa6joe gatto is leaving impractical jokers \xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab\xf0\x9f\x98\xad\xf0\x9f\x98\xad can\xe2\x80\x99t believe we gotta start 2022 off on some bull junk \xf0\x9f\x98\xa9 https://t.co/ffWBB5RBEd
Sat Jan 01 18:29:57 +0000 2022,tastiy_,"Lima, OH",Happy new year Bonnie\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4
Sat Jan 01 18:29:57 +0000 2022,woolfhound,"Houston, TX",@kathryncfloyd @saracress I think Shady Acres actually
Sat Jan 01 18:29:57 +0000 2022,Fryepod_,"Lake Katrine, NY","@3INK_Games Research is key. \nTriple A leaks, their beta's tend to be a few weeks or until launch so everyone should have a good understanding of the state of the game with a little time spent looking into. \nAs far as the value, it's definitely contextual. Like F2P in itself is anomaly."
Sat Jan 01 18:29:57 +0000 2022,JhonnyPlowman,"Everett, WA",@Iowa_1776 @Sicilianmafia13 Be Safe!
Sat Jan 01 18:29:58 +0000 2022,davidmalone33,"Oceanside, CA","Hello 2022! @ Oceanside, California https://t.co/jI5hUMzS34"
Sat Jan 01 18:29:58 +0000 2022,Eben_Ik,"Philadelphia, PA","Me too sometimes, if loud enough"
Sat Jan 01 18:29:58 +0000 2022,ArkBoSox,"Omaha, NE",1st Quarter was nice\xe2\x80\xa6hoping that wasn\xe2\x80\x99t our only quarter
Sat Jan 01 18:29:58 +0000 2022,tbentley08,"Texas, USA",@OuchYOMH Blinded by the Light!
Sat Jan 01 18:29:58 +0000 2022,SSF_Fog32,"South San Francisco, CA",@crysbeats Oh boy. Baristas were baristing with alcohol lol
Sat Jan 01 18:29:58 +0000 2022,Hragy,"Cairo, Egypt","For years Pfizer had a combo pill in Egypt (10-20mg Lipitor and 5-10 mg Norvasc) they couldn\xe2\x80\x99t market it because it was way ahead of its time , wish it was back now!"
Sat Jan 01 18:29:58 +0000 2022,AmbODeji,"Ibadan, Nigeria","Confession and repentance is the antidote. It doesn't matter the vibe, just come to the old rugged @ University of Ibadan https://t.co/xZG2nWXlxA"
Sat Jan 01 18:29:59 +0000 2022,SupplementsNo,"New Delhi, India",Learn about 3 Tips in 3 Minutes through this video which will help you Get in Shape in 2\xef\xb8\x8f\xe2\x83\xa30\xef\xb8\x8f\xe2\x83\xa32\xef\xb8\x8f\xe2\x83\xa32\xef\xb8\x8f\xe2\x83\xa3 \xf0\x9f\x92\xaa\n\nhttps://t.co/TVktwC6ZpV\n\n#HappyNewYear #NewYear2022 #NewYearResolution https://t.co/ShyHfRtY6n
Sat Jan 01 18:29:59 +0000 2022,_viviane_2001,"Camaragibe, Brasil",Ready for new beginnings \xe2\x9c\xa8 https://t.co/KAav0cn1AI
Sat Jan 01 18:29:59 +0000 2022,djsweihk,"Manhattan, NY","it\xe2\x80\x99s nice when all you gotta do is sit back, relax, and reflect $ACYC"
Sat Jan 01 18:29:59 +0000 2022,WHATAKK,"San Antonio, TX",I woke up outside lmao.  But at least my sister have me a blanket \xf0\x9f\x98\x82\xf0\x9f\x98\x82
Sat Jan 01 18:29:59 +0000 2022,_OneTake_Ceo,"Queens, NY",@HotTopicSteph Lmaoooo na thats a fact. Them down south white people be with the shits.
Sat Jan 01 18:29:59 +0000 2022,buelldawg,"Georgia, USA",@augustabulldawg Found it!
Sat Jan 01 18:30:00 +0000 2022,justcallmebwana,"Lusaka, Zambia",Is meraki in Rhodes Park still a spot?
Sat Jan 01 18:30:00 +0000 2022,VideoGaming4U,"Kannapolis, NC",What a match this was!
Sat Jan 01 18:30:00 +0000 2022,itravel_ishoot,"Indianapolis, IN",@GlenGrambo Shot! Wow!
Sat Jan 01 18:30:00 +0000 2022,TAURUS_DA_GREAT,"Washington, DC",IT'S 2022 AND I STILL HAVEN'T BEEN WIT A BADDIE!!!!!\n\n#TaurusIsMe
Sat Jan 01 18:30:00 +0000 2022,ClevelandBebbs,"Dacono, CO",Big reason today #RoseBowl matters for Ohio State\xe2\x80\x99s young players: next years\xe2\x80\x99 schedule is TOUGH and starts with ND. Any live reps this team can get together helps big time. #GoBucks
Sat Jan 01 18:30:00 +0000 2022,butterphly10,Botswana,@baddanification When do you rest\xf0\x9f\x98\xb3\xf0\x9f\x98\xb3
Sat Jan 01 18:30:00 +0000 2022,SammyBlakey2,"Sioux City, IA",You know like we say.. gang before anything
Sat Jan 01 18:30:00 +0000 2022,Dorottya_jano,"Laval, Québec",GOT punk'd \xf0\x9f\x98\x8d #tmfapunks \xf0\x9f\x92\x9b\xf0\x9f\x92\xab\n@tmfacommunity ! https://t.co/SLtsfxjjt0
Sat Jan 01 18:30:00 +0000 2022,markinmadtown,"Fitchburg, WI",@Codywhitlock21 A blow job!!!
Sat Jan 01 18:30:00 +0000 2022,MsKennedymayes,"Prairie View, TX","Came into 2022 the right way, happy New Years\xf0\x9f\xa5\xb3\xf0\x9f\xa5\x82"
Sat Jan 01 18:30:00 +0000 2022,seagulljaap,"South Jordan, UT","@gopTODD Lol. You don't know a single real liberal then. We aren't blindly loyal to the leader of a party,  unlike all of you who still don Trump apparel or fly pathetic Let's Go Brandon flags."
Sat Jan 01 18:30:00 +0000 2022,GOPisDeadToMe,"Wisconsin, USA",The dogs apparently stayed up late for New Year\xe2\x80\x99s Eve\xe2\x80\xa6 https://t.co/EM8XuXAQSw
Sat Jan 01 18:30:00 +0000 2022,rankinacameron,"Vancouver, British Columbia",@VaughanPappy @gtlem Ahh liberal loyalists critize there great leader and they attack. Lol and I\xe2\x80\x99m dumb? I don\xe2\x80\x99t think 160 is as good as 170
Sat Jan 01 18:30:00 +0000 2022,nicholemflores,"Virginia, USA","@BenjaminVanDyne If by celebrating you mean using it as justification for ongoing candy &amp; cookie consumption then, yes, insist on celebrating Christmas all the way until Epiphany. \xf0\x9f\x98\x89"
Sat Jan 01 18:30:01 +0000 2022,pdxpen,"Portland, OR",Cheers. #NewYear2022
Sat Jan 01 18:30:01 +0000 2022,KaunenAnsariINC,"Surajpur, India",Just posted a photo @ Surajpur https://t.co/Nr65DHi5i1
Sat Jan 01 18:30:01 +0000 2022,corak_deb,"Houston, TX","Oh, so Herby made himself the story and not the football games? Why does this surprise anyone. Stop watching GameDay. I did and don't miss it"
Sat Jan 01 18:30:01 +0000 2022,LalDas00172170,"Champa, India","Upon witnessing the increase in the number of #COVID19 cases, Delhi Government has decided to put a yellow alert in place. Go on to read the story to know what is open and what is closed for the people of the city. \n\nhttps://t.co/rpNJxPHEGu"
Sat Jan 01 18:30:01 +0000 2022,NRMoyle,"Austin, TX",UPDATE: We found the pup\xe2\x80\x99s people \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c. He\xe2\x80\x99s banged up but going be ok and should be reunited with his fam very soon.
Sat Jan 01 18:30:01 +0000 2022,deriabrtn,Azerbaijan,Side effects https://t.co/mVX3dK7HwM
Sat Jan 01 18:30:01 +0000 2022,ScoutFball,"Spanish Fort, AL",@CarlosJr_90 Exactly. It\xe2\x80\x99s one play..Aidan Hutchinson is a great player
Sat Jan 01 18:30:02 +0000 2022,carpoolworld,"New Territory, TX",#Carpool #NewTerritoryBlvd -&gt; #Houston #JPMorganChaseTower rideshare #splitcosts https://t.co/ozElzgBOcx
Sat Jan 01 18:30:02 +0000 2022,ElephantEating,"Brighton, NY",My friend who lives in North Dakota gave me a fun coloring book. https://t.co/wExLMp4hdt
Sat Jan 01 18:30:02 +0000 2022,Mrpalmer18,"Georgetown, KY",Them boys is hitting today !!
Sat Jan 01 18:30:02 +0000 2022,KyleStanford10,"Tennessee, USA",@JeMari81 That\xe2\x80\x99s great
Sat Jan 01 18:30:02 +0000 2022,JamesForAR,"Little Rock, AR","@inspiredemocra1 Thank you so much it was so great to speak with you last night, and you\xe2\x80\x99re absolutely right we are going to shake some things up in the south #Midterms2022"
Sat Jan 01 18:30:02 +0000 2022,beauti_am,"Dallas, TX",Kourtney has always been my favorite \xf0\x9f\x98\x8e
Sat Jan 01 18:30:02 +0000 2022,martianwarlord,"Queens, NY",@PangolinFeets @JessicaNigri I'm scared to check bc I have stuff to do today and that site will steal all my time
Sat Jan 01 18:30:02 +0000 2022,AndyGilbert1994,"Oregon, IL",Here\xe2\x80\x99s the biggest clown of the day. Just wanted to let everyone know.
Sat Jan 01 18:30:02 +0000 2022,moutoncovewx,"Louisiana, USA",80.1F (Feels: 84.2F) - Humidity: 86% - Wind: 7.3mph W - Gust: 8.3mph - Pressure: 29.718in #weather https://t.co/75yzNJ23Eh
Sat Jan 01 18:30:03 +0000 2022,mpjr504,"Georgia, USA",\xe2\x80\xa6..she\xe2\x80\x99s black\xf0\x9f\x98\x90\xf0\x9f\x98\x90 what are we talking about
Sat Jan 01 18:30:03 +0000 2022,mattmanning736,"South West, England",@absolutelyamyyy Beautiful woman \xe2\x9d\xa4\xe2\x9d\xa4
Sat Jan 01 18:30:03 +0000 2022,caselapham,"Beachwood, NJ",this is so priceless i love this so much
Sat Jan 01 18:30:03 +0000 2022,roberta88grace,"Gremiasco, Piemonte",@CLAMPcastpod Happy new year Lucy&amp;Robin\xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x98\x98
Sat Jan 01 18:30:03 +0000 2022,NotYetMinistry,"North Las Vegas, NV",@PalaeoHan @UniofNottingham Congratulations!!
Sat Jan 01 18:30:03 +0000 2022,PlantVeda,"Kelowna, British Columbia","\xf0\x9f\x8c\xbf DAY 1 OF VEGANUARY \xf0\x9f\x8c\xbf \n\nwe're kicking off January with #Veganuary2022 to encourage our followers to eat plant-based for a whole month! Throughout the month of January, we will be posting recipes and other tips and tricks on how to start a vegan lifestyle.\n\n$MILK | OTC:PLVFF https://t.co/K1hXid3k1n"
Sat Jan 01 18:30:03 +0000 2022,dzonershow,"Pasadena, CA",Floats 3 #RoseParade https://t.co/xh0lFJLpHQ
Sat Jan 01 18:30:03 +0000 2022,lisavslisa,"Phoenix, AZ",Where\xe2\x80\x99s the beanie? \xf0\x9f\x91\x80
Sat Jan 01 18:30:03 +0000 2022,javadazamzadeh,"Udine, Friuli-Venezia Giulia",@kucoincom \xf0\x9f\x9a\xa8#saitama to the moon! We are the champions \xf0\x9f\x93\x88\xf0\x9f\x9a\x80\xf0\x9f\x98\x89\xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\n#saitamask\n#Wolfpack\n#SaitaCity\n@saitamapersian\n@InuSaitama\xf0\x9f\x90\xba\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xe2\x9c\x85\xd8\x8c\xd8\x8c
Sat Jan 01 18:30:03 +0000 2022,swittgeezil,"Plymouth, MA",@featherty Based on her symptoms I think my daughter had Omicron but I have no idea how the rest of us escaped it.
Sat Jan 01 18:30:03 +0000 2022,hamptonsrich,"Montauk, NY","Wishing everyone a very happy new year! May love, good health, happiness and laughter be a part of your life each and every day... @ Montauk, New York https://t.co/7VqA4vslbM"
Sat Jan 01 18:30:04 +0000 2022,ajdevlinauthor,"Port Moody, British Columbia",@Waynthurson Had it on standby my man! \xf0\x9f\x98\x89\n\nHappy New Year!
Sat Jan 01 18:30:04 +0000 2022,HilliardSchools,"Columbus, OH",Happy New Year! Wishing all a safe and healthy year. https://t.co/Me0LNvRxAN
Sat Jan 01 18:30:04 +0000 2022,ilovethisbot,"Charlottetown, Prince Edward Island",I \xf0\x9f\x92\x82\xf0\x9f\x8f\xbb Charlottetown https://t.co/m5NTnmQuCn
Sat Jan 01 18:30:04 +0000 2022,_GirlFromAtl,"Houston, TX",@_ItsAlexR I\xe2\x80\x99m so sorry that happened! https://t.co/wEvbb3OzSt
Sat Jan 01 18:30:04 +0000 2022,yoshi_0915_56,"دبي, الامارات العربية المتحدة",Rain will follow me both in Kingdom and here\xe2\x98\x94\xe2\x98\x94 https://t.co/dSEr34qA5f
Sat Jan 01 18:30:05 +0000 2022,UAF26,"Oshogbo, Nigeria",Amazing project \n@_DAluko @Nachdeen @OlohunlomerueQ \n#Airdrop #Gamfi #Algotoken #AlgoGAMES #NOViGAMES
Sat Jan 01 18:30:05 +0000 2022,RajkumarPintu6,"Mumbai, India",@valiaflou So hot\xf0\x9f\x94\xa5
Sat Jan 01 18:30:05 +0000 2022,jessi_pierce,"White Bear Lake, MN",@mntwins020733 absolutely. done.
Sat Jan 01 18:30:05 +0000 2022,razanseresi93,"Amman, Hashemite Kingdom of Jordan",Nth better than listening to palestinian's songs while you are driving and  its raining \xe2\x9d\xa4\n#FreePalestine \n#PalestinianLivesMatter \xe2\x9d\xa4 https://t.co/PWBGYkSeY1
Sat Jan 01 18:30:05 +0000 2022,tofire,"Toronto, Ontario",Alarm (highrise Residential) [North York]\nParkway Forest Drive\nb/w Fire Station 115 Driveiveway Lane / Forest Manor Road\nDispatched: 01/01/22 @ 13:22 EST\n[Stn: 115] Aerial-113 DistChief-11 Pumper-116 Pumper-123 Rescue-115\nGeneral Area:
Sat Jan 01 18:30:05 +0000 2022,reginadovely,"Milwaukee, WI",Be wild. Be free. May we all have peace. https://t.co/TdAEO6aFWD
Sat Jan 01 18:30:05 +0000 2022,tofireN,"Toronto, Ontario",Alarm (highrise Residential) [North York]\nParkway Forest Drive\nb/w Fire Station 115 Driveiveway Lane / Forest Manor Road\nDispatched: 01/01/22 @ 13:22 EST\n[Stn: 115] Aerial-113 DistChief-11 Pumper-116 Pumper-123 Rescue-115\nGeneral Area:
Sat Jan 01 18:30:05 +0000 2022,snasty_bodyyody,"Bronx, NY",@Complicated_Ric Ass fat af\xf0\x9f\x91\x85
Sat Jan 01 18:30:05 +0000 2022,TheeCleveland,"North Ridgeville, OH",\xe2\x9d\x8civhigan still fucking sucks ! &amp; it\xe2\x80\x99s been 8766 days AND counting since \xe2\x9d\x8cichigan won a playoff game (or national title game) #MichiganvsGeorgia #CFBPlayoff\xc2\xa0\xc2\xa0 #MichiganStillSucks #HAPPYNEWYEAR2022 #OH #IO
Sat Jan 01 18:30:06 +0000 2022,olvrm_face,"North Druid Hills, GA","@MeeraBeautyCo @KimchiChic @TheCrayonCase @juviasplace @ttdeye_colors @bennyemakeup @mehronmakeup @NYXCosmetics LOVE YOU MORE, HAPPY NUDE EAR"
Sat Jan 01 18:30:06 +0000 2022,AJanstrading,"Dubai, United Arab Emirates",Congrats...
Sat Jan 01 18:30:06 +0000 2022,LikeARiverIFlow,"Thomasville, NC",@erintranea And madea goes to jail
Sat Jan 01 18:30:06 +0000 2022,algattullo,"Clark, NJ",Lot of rum. Decent coconut but I feel like this should have sat in the barrel more. - Drinking a Death By Coconut (Rum Barrel Aged) by @oskarblues at @paragontap  \xe2\x80\x94 https://t.co/vJ8IKmUQxZ
Sat Jan 01 18:30:06 +0000 2022,keithtowbridge,"Shively, KY",@shaughnessy_jr Had to look him up.
Sat Jan 01 18:30:06 +0000 2022,Foreigntrippinn,"Manhattan, NY","Yeah I ain\xe2\x80\x99t starting off my 2022 off no strange shit with nobody , from this point forward I ain\xe2\x80\x99t reaching out to nobody about anything or just in general people be too uptight for no reason"
Sat Jan 01 18:30:06 +0000 2022,Eddieonfox,"Los Angeles, CA","The 2022 Winter Classic. January 1, 2022. 7pm ET on TNT. https://t.co/xPd9duXuTA"
Sat Jan 01 18:30:06 +0000 2022,echoisthename,"Los Angeles, CA",facts. and it be niggas revered doing it
Sat Jan 01 18:30:06 +0000 2022,Andysbbqpit,"Orem, UT",Getting ready for this years duck hunt. Bought a Winchester SXP shotgun today. So excited for the game duck in my smokers.
Sat Jan 01 18:30:06 +0000 2022,reynaxvioleta,"Roscoe, IL","i wanna take a bath where Cedric and Harry put the egg under the water to hear the mermaids song in goblet of fire, like that looks so magical"
Sat Jan 01 18:30:06 +0000 2022,Boss_IE,"Austin, TX","Great times w Family @ Austin, Texas https://t.co/qbXdhGtfPS"
Sat Jan 01 18:30:06 +0000 2022,DavidBVaughn,"Ravena, NY",Drinking an Extra Strong Bitter by Rail To River Brewing @ Rail To River Brewing \xe2\x80\x94 https://t.co/wgBwh5ycW5
Sat Jan 01 18:30:06 +0000 2022,MicahTheModest,"St Louis, MO",\xe2\x80\x9cToday\xe2\x80\x99s gender is \xe2\x80\x98no\xe2\x80\x99 and my pronouns are ::vomit sound::\xe2\x80\x9d - @FoolofAPirate
Sat Jan 01 18:30:07 +0000 2022,KrithikaSv,"Indore, India",Happiesttt Birthday Thalaivaa \xf0\x9f\xa5\xb3\xf0\x9f\xa4\xa9\xf0\x9f\x92\x95love of life ! #1st_sunday #funday Broo Foreverrrrr \xf0\x9f\x94\xa5\xf0\x9f\x8d\xbb
Sat Jan 01 18:30:06 +0000 2022,ncirelli87,"Katy, TX",Congratulations \xf0\x9f\x8e\x8a \xf0\x9f\x91\x8f \xf0\x9f\x92\x90 https://t.co/1zxF9okrQ0
Sat Jan 01 18:30:07 +0000 2022,KQ1712,"North Carolina, USA",BOOM \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5 \xf0\x9f\x92\xa5
Sat Jan 01 18:30:07 +0000 2022,douthemaster,"İstanbul, Türkiye",@kingbonoga yav just do it bee
Sat Jan 01 18:30:07 +0000 2022,yeosangIover,"Victorville, CA",Day 100 !! \nDaily I miss yeosang tweet https://t.co/ByZyucntW2
Sat Jan 01 18:30:07 +0000 2022,TylerChess,"Municipality of Monroeville, PA",Make @TweetWrapped
Sat Jan 01 18:30:07 +0000 2022,Zsoka127,"Warren, OH",@MayoIsSpicyy I hope so
Sat Jan 01 18:30:07 +0000 2022,CorieWhalen,"O'Fallon, MO",@NYCmom2825 @vlal42 It\xe2\x80\x99s like these people want a repeat of the Virginia governors race nationwide. And then when that happens they can feel \xe2\x80\x9cvalidated\xe2\x80\x9d that it happened because fed up parents are simply \xe2\x80\x9cright wing.\xe2\x80\x9d \xf0\x9f\x99\x84
Sat Jan 01 18:30:07 +0000 2022,ekayzee_,"Harare, Zimbabwe",@TheeTapiwaZW Speak \xf0\x9f\x91\x8b\xf0\x9f\x8f\xbcfor\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbcyour\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbcself\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbc
Sat Jan 01 18:30:07 +0000 2022,TonyO97,"Florida, USA",2021 in 20 seconds https://t.co/iRowbjf3Iz
Sat Jan 01 18:30:07 +0000 2022,everylotchicago,"Chicago, IL",1824 North Rockwell Street https://t.co/qLqcocIfdy
Sat Jan 01 18:30:07 +0000 2022,SteveSnorlin56,Guatemala,"@Delta usually a Delta fan. So disappointed in their customer service since Thursday. Late flights, sitting on the tarmac, AND haven\xe2\x80\x99t seen my luggage since I checked it in Thursday morning at 430AM. NO CONTACT FROM DELTA. Called and left on hold for hours!  Grrr!"
Sat Jan 01 18:30:07 +0000 2022,PlantPupper,"Florida, USA",You could\xe2\x80\x99ve just not even messaged me in the first place lol https://t.co/Um9ZAO8ucO
Sat Jan 01 18:30:07 +0000 2022,highonlyfe1,"Arizona, USA",So like am I the only one who had a good ass year? Thoughts n prayers to y\xe2\x80\x99all but last year treated me very well.
Sat Jan 01 18:30:08 +0000 2022,thisisehsan,"San Francisco, CA",@lobosdesign @LEGO_Group @LEGOIdeas Good to know! Do you think you will do a lot of writing on it for any practical purpose?
Sat Jan 01 18:30:08 +0000 2022,shimingles,"Central, Ghana",The visuals and the choreography all be spot on. Big ups to the crew and the director \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c\xf0\x9f\x99\x8c
Sat Jan 01 18:30:08 +0000 2022,BossiTori,"Ferry Pass, FL",Y'all do too much
Sat Jan 01 18:30:08 +0000 2022,raypadgett11,"Progress, PA","@AnnieAgar Happy New Year Annie! You are so gorgeous! Wishing you a Year full of countless blessings; thanks for your insightful and hilarious takes on the NFL. And I think if Trevor had a decent coach/OC there, he would stop throwing so many picks! \xe2\x9d\xa4\xe2\x9d\xa4\xf0\x9f\x8e\x87\xf0\x9f\xa5\x82\xf0\x9f\x8e\x86"
Sat Jan 01 18:30:08 +0000 2022,Tofeur_F1,"Sainte-Luce-sur-Loire, France",Pardon ?? \xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1 \n\n#Dakar2022
Sat Jan 01 18:30:08 +0000 2022,dylan_edwards02,"Derby, KS",Happy Birthday\xe2\x80\xbc\xef\xb8\x8f @BiggCoach https://t.co/a8uXwMD4OI
Sat Jan 01 18:30:08 +0000 2022,StephanRBarnard,"Missouri, USA","@JZlotnick If I knew for certain that I would not be punished,  I would maraud."
Sat Jan 01 18:30:09 +0000 2022,kisitusamuel7g1,"Toronto, Ontario","Among the Heroes I celebrate is  everyday are @HEBobiwine and @JustinTrudeau, they put their countries first and in return, theirs are the first families. Sarah, let's continue to put God and our Countries first\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xf0\x9f\x87\xba\xf0\x9f\x87\xac hoping in future, ours will be the first family too. Happy 2022 https://t.co/vwPzmuI4YM"
